"paperID","Article.Title","DOI","Pub_Year","Source.Title","Authors","latitude_site_decimal","longitude_site_decimal","Open_access","Data_access","survey","tot_area","BIOME_NAME","ECO_NAME","biome_keep","area_keep","district_keep","cor.lat","cor.long","cor.country","dists","tot.auth","prop.India"
"A2290","Differences in tree species diversity and soil nutrient status in a tropical sacred forest ecosystem on Niyamgiri hill range, Eastern Ghats, India","https://doi.org/10.1007/s11629-012-2302-0",2012,"JOURNAL OF MOUNTAIN SCIENCE","Sahu, SC; Dhal, NK; Lal, B; Mohanty, RC",19.64926852,83.35616667,"n","n","plot-based or transects",0.002,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,20.3081,85.8255855,"India",268.56,4,1
"A2305","Wild edible fruit diversity and its significance in the livelihood of indigenous tribals: Evidence from eastern India","https://doi.org/10.1007/s12571-012-0186-z",2012,"FOOD SECURITY","Mahapatra, AK; Panda, PC",20.18333334,84.44166667,"y","n","plot-based or transects",0.00245,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,20.30751,85.8112209,"India",143.71,2,1
"A2312","Vegetational Structure, Diversity and Fuel Load in Fire Affected Areas of Tropical Dry Deciduous Forests in Chhattisgarh","no DOI (manual)",2012,"VEGETOS","Jhariya, MK; Bargali, SS; Swamy, SL; Kittur, B",22.19,81.77,"n","n","plot-based or transects",0.002,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,29.3911653,79.4459095,"India",834.72,4,1
"A2318","Species diversity and community structure in sal (Shorea robusta) forests of two different rainfall regimes in West Bengal, India","https://doi.org/10.1007/s10531-012-0264-8",2012,"Biodiversity Conservation","Kushwaha, Satya Prakash Singh; Nandy Subrata",23,87,"unsure","n","plot-based or transects",0.06,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,30.3412185,78.0471393,"India",1207.79,2,1
"A2322","Assessing aboveground tropical forest biomass using Google Earth canopy images","https://doi.org/10.1890/11-1606.1",2012,"ECOLOGICAL APPLICATIONS","Ploton, P; Pelissier, R; Proisy, C; Flavenot, T; Barbier, N; Rai, SN; Couteron, P",12.5375,75.66277778,"y","y","plot-based or transects",0.15,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,43.610769,3.876716,"France",7596.95,9,0.444444444444444
"A2336","Above Ground Forest Phytomass Assessment in Southern Gujarat","https://doi.org/10.1007/s12524-011-0121-3",2012,"JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING","Patil, P; Singh, S; Dadhwal, VK",20.4238,85.58,"n","n","plot-based or transects",0.0479915712,"Tropical & Subtropical Moist Broadleaf Forests","Orissa semi-evergreen forests",1,1,1,27.5705886,80.0981869,"India",971.11,3,1
"A2347","PLANT DIVERSITY AND COMMUNITY ATTRIBUTES OF WOODY PLANTS IN TWO CLIMAX SUBTROPICAL HUMID FORESTS OF MEGHALAYA, NORTHEAST INDIA","LINK",2012,"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","Mishra, BP; Jeeva, S",25.56,91.79,"y","n","plot-based or transects",0.01,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6116774,91.8992403,"India",12.39,4,1
"A2369","Landscape-scale relationships between the exotic invasive shrub Lantana camara and native plants in a tropical deciduous forest in southern India","https://doi.org/10.1017/S0266467411000563",2012,"JOURNAL OF TROPICAL ECOLOGY","Prasad, AE",11.76666667,76.525,"y","n","plot-based or transects",0.00628318530717959,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,43.0345102,-76.1366182,"United States of America",13332.53,2,0.5
"A2382","Epiphytic orchid diversity in farmer-managed Soppinabetta forests of Western Ghats: implications for conservation","no DOI (manual)",2011,"CURRENT SCIENCE","Sinu, PA; Kuriakose, G; Chandrashekara, K",12.416667,75.183333,"y","n","plot-based or transects",0.0105,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,26.728878,94.2280827,"India",2548.66,3,1
"A2389","Ethnomedicinal and ecological status of plants in Garhwal Himalaya, India","https://doi.org/10.1186/1746-4269-7-32",2011,"JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE","Kumar, M; Sheikh, MA; Bussmann, RW",29.1,77,"y","n","plot-based or transects",0.0025,"Deserts & Xeric Shrublands","Aravalli west thorn scrub forests",1,1,1,30.2278191,78.8035453,"India",214.93,3,0.666666666666667
"A2404","Diversity and population characteristics of woody species in natural forests and arecanut agroforests of south Meghalaya, Northeast India","no DOI (manual)",2011,"TROPICAL ECOLOGY","Tynsong, H; Tiwari, BK",25.2075,91.992223,"y","n","plot-based or transects",0.005,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6120984,91.8977131,"India",46.03,3,1
"A2419","Live tree biomass and carbon variation along an altitudinal gradient in moist temperate valley slopes of the Garhwal Himalaya (India)","link",2011,"CURRENT SCIENCE","Gairola, S; Sharma, CM; Ghildiyal, SK; Suyal, S",30.450156,79.250065,"n","n","plot-based or transects",0.012,"Temperate Broadleaf & Mixed Forests","Western Himalayan broadleaf forests",1,1,1,30.2278191,78.8035453,"India",49.53,4,1
"A2420","Phylogenetic Beta Diversity Metrics, Trait Evolution and Inferring the Functional Beta Diversity of Communities","https://doi.org/10.1371/journal.pone.0021264",2011,"PLOS ONE","Swenson, NG",14,75,"y","y","plot-based or transects",0.96,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,0,1,42.7228144,-84.474989,"United States of America",13383.7,1,0
"A2425","Estimation of tree biomass, carbon pool and net primary production of an old-growth Pinus kesiya Royle ex. Gordon forest in north-eastern India","https://doi.org/10.1007/s13595-011-0089-8",2011,"ANNALS OF FOREST SCIENCE","Baishya, R; Barik, SK",25.933,92.01,"y","n","plot-based or transects",0.03,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6120984,91.8977131,"India",37.45,2,1
"A2454","Diversity pattern of vegetation in and around proposed Kotlibhel hydroelectric project along the Alaknanda River in Garhwal Himalaya (India)","https://doi.org/10.3832/ifor0557-004",2011,"iForest-Biogeosciences and Forestry","Singh V; Dasgupta, S; Jhaldiyal V; Chauhan, DS; Todaria, NP",30.18,78.69,"unsure","n","plot-based or transects",0.00376991118430775,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,30.2278191,78.8035453,"India",12.15,5,1
"A2474","IMPACT OF DISTURBANCE ON COMPOSITION, STRUCTURE, AND FLORISTICS OF TROPICAL MOIST FORESTS IN UTTARA KANNADA DISTRICT, WESTERN GHATS, INDIA","no DOI (manual)",2011,"ECOTROPICA","Bhat, DM; Hegde, GT; Shetti, DM; Patgar, SG; Hegde, GN; Furtado, RM; Shastri, CM; Bhat, PR; Ravindranath, NH",14.7,74.6,"y","n","plot-based or transects",0.06,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,1,1,13.0140114,77.565762,"India",371.43,9,1
"A2481","REMOTE SENSING BASED BIOPHYSICAL CHARACTERIZATION OF TROPICAL DECIDUOUS FOREST IN CENTRAL INDIA","https://isprs-archives.copernicus.org/articles/XXXVIII-8-W20/145/2011/isprsarchives-XXXVIII-8-W20-145-2011.pdf",2011,"ISPRS BHOPAL 2011 WORKSHOP EARTH OBSERVATION FOR TERRESTRIAL ECOSYSTEM","Singh, RP; Goroshi, S; Sharma, NK; Bairagi, GD; Sharma, R; Jalil, P; Jain, A; Sonakia, A; Parihar, JS",22.36333,80.58306,"unsure","n","plot-based or transects",0.009998244,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,23.0277933,72.518888,"India",831.38,6,1
"A2482","ANALYSIS OF SEASONAL AND ANNUAL CHANGE OF VEGETATION IN THE INDIAN THAR DESERT USING MODIS DATA","https://doi.org/10.5194/isprsarchives-XXXVIII-8-W20-175-2011",2011,"ISPRS BHOPAL 2011 WORKSHOP EARTH OBSERVATION FOR TERRESTRIAL ECOSYSTEM","Santra, P; Chkraborty, A",26.9,70.59,"y","n","plot-based or transects",0.625,"Deserts & Xeric Shrublands","Thar desert",1,1,1,26.2484769,72.9976487,"India",250.43,2,1
"A2493","An assessment of carbon stock for various land use system in Aravally mountains, Western India","https://doi.org/10.1007/s11027-010-9240-3",2010,"MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE","Kumar, JIN; Patel, K; Kumar, RN; Bhoi, R",24.97,74.36,"n","n","plot-based or transects",0.125,"Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests",1,1,1,22.5495798,72.9268247,"India",306.45,4,1
"A2501","Tree species diversity and soil nutrient status in three sites of tropical dry deciduous forest of western India","no DOI (manual)",2010,"TROPICAL ECOLOGY","Kumar, JIN; Kumar, RN; Bhoi, RK; Sajish, PR",23.05027778,71.53361111,"y","n","plot-based or transects",0.0025,"Deserts & Xeric Shrublands","Aravalli west thorn scrub forests",1,1,1,22.5495798,72.9268247,"India",153.45,4,1
"A2502","How Lantana invades dry deciduous forest: a case study from Vindhyan highlands, India","link",2010,"TROPICAL ECOLOGY","Sharma, GP; Raghubanshi, AS",24.25,83,"y","n","plot-based or transects",0.09,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,-33.9325387,18.8600224,"South Africa",9375.46,3,0.666666666666667
"A2506","Riparian vegetation assessment of Cauvery River Basin of South India","https://doi.org/10.1007/s10661-009-1256-3",2010,"ENVIRONMENTAL MONITORING AND ASSESSMENT","Sunil, C; Somashekar, RK; Nagaraja, BC",12.3,77,"n","y","plot-based or transects",0.135,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,12.9504095,77.5024372,"India",90.67,3,1
"A2521","Assessment and Validation of Biological Richness at Landscape Level in part of the Himalayas and Indo-Burma Hotspots using Geospatial Modeling Approach","https://doi.org/10.1007/s12524-010-0044-4",2010,"JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING","Behera, MD; Roy, PS",26.18,93.28,"y","n","plot-based or transects",0.3448,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,22.3145443,87.3090683,"India",743.08,2,1
"A2524","Geospatial Modeling of Biological Richness in Kuldiha Wildlife Sanctuary of Orissa, India","https://doi.org/10.1007/s12524-010-0049-z",2010,"JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING","Pattanaik, C; Reddy, CS; Murthy, MSR",21.41694444,86.58361111,"y","n","unsure",0.02,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,15.9128998,79.7399875,"India",946.44,3,1
"A2529","Floristics and dry matter dynamics of tropical wet evergreen forests of Western Ghats, India","link",2010,"CURRENT SCIENCE","Swamy, SL; Dutt, CBS; Murthy, MSR; Mishra, A; Bargali, SS",12.45,75.53333333,"y","y","plot-based or transects",0.0128,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,21.2375704,81.7054549,"India",1178.24,5,1
"A2533","Mesoscale Patterns in the Floristic Composition of Forests in the Central Western Ghats of Karnataka, India","https://doi.org/10.1111/j.1744-7429.2009.00621.x",2010,"BIOTROPICA","Ramesh, BR; Venugopal, PD; Pelissier, R; Patil, SV; Swaminath, MH; Couteron, P",14,75,"n","y","plot-based or transects",0.96,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,0,1,11.9369401,79.8356517,"India",572.6,7,0.714285714285714
"A2539","Comparative efficiency and accuracy of variable area transects versus square plots for sampling tree diversity and density","https://doi.org/10.1007/s10457-009-9255-5 ",2010,"AGROFORESTRY SYSTEMS","Nath, CD; Pelissier, R; Garcia, C",12.28975,75.91575,"y","n","plot-based or transects",0.0096,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,11.9369401,79.8356517,"India",428.45,5,0.6
"A2541","Tree species diversity and community composition in a human-dominated tropical forest of Western Ghats biodiversity hotspot, India","https://doi.org/10.1016/j.ecocom.2010.02.005",2010,"ECOLOGICAL COMPLEXITY","Anitha, K; Joseph, S; Chandran, RJ; Ramasamy, EV; Prasad, SN",11.25,76.67,"n","y","plot-based or transects",0.04,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,9.6598707,76.5309339,"India",177.67,7,0.857142857142857
"A2546","Potential of Envisat ASAR data for woody biomass assessment","link",2010,"TROPICAL ECOLOGY","Pandey, U; Kushwaha, SPS; Kachhwaha, TS; Kunwar, P; Dadhwal, VK",28.5,80.71,"unsure","n","plot-based or transects",0.052,"Tropical & Subtropical Grasslands, Savannas & Shrublands","Terai-Duar savanna and grasslands",1,1,1,27.5705886,80.0981869,"India",119.66,5,1
"A2572","Relationship between annual rainfall and tree mortality in a tropical dry forest: Results of a 19-year study at Mudumalai, southern India","https://doi.org/10.1016/j.foreco.2009.09.025",2010,"FOREST ECOLOGY AND MANAGEMENT","Suresh, HS; Dattaraja, HS; Sukumar, R",11.5989,76.5338,"n","n","plot-based or transects",0.5,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,0,1,13.0140114,77.565762,"India",193.42,4,1
"A2575","Plant diversity in sacred forest fragments of Western Ghats: a comparative study of four life forms","https://doi.org/10.1007/s11258-009-9638-8",2010,"Plant Ecology","Page, Navendu V.; Qureshi, Qamar; Rawat, Gopal S.; Kushalappa, Cheppudira G.",12.5,75.83,"unsure","n","plot-based or transects",0.035625,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,18.5378802,73.8048243,"India",706.33,5,1
"A2585","Landscape-level tree diversity assessment in tropical forests of southern Eastern Ghats, India","https://doi.org/10.1016/j.flora.2010.04.011",2010,"Flora","Pragasan, L. Arul; Parthasarathy, N",11.5,78.5,"n","n","plot-based or transects",6e-04,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,0,12.0182619,79.8568461,"India",158.73,2,1
"A2591","Spatial interpolation of carbon stock: a case study from the Western Ghats biodiversity hotspot, India","https://doi.org/10.1080/13504509.2010.516107",2010,"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY","Joseph, S; Reddy, CS; Thomas, AP; Srivastava, SK; Srivastava, VK",10.416667,77.083333,"n","n","plot-based or transects",NA,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,9.6598707,76.5309339,"India",103.75,6,0.833333333333333
"A2592","Impact assessment of a hydroelectric project on the flora in the Western Himalayan region based on vegetation analysis and socio-economic studies","https://doi.org/10.1080/09640568.2010.490060",2010,"JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT","Panwar, S; Agrawal, DK; Negi, GCS; Kanwal, KS; Sharma, V; Lodhi, MS; Singh, J; Bhatt, V",30.63333,78.16,"n","n","plot-based or transects",0.0105,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,29.6271446,79.5884369,"India",177.37,8,1
"A2596","The relationship between area, and vegetation structure and diversity in montane forest (shola) patches in southern India","https://doi.org/10.1080/17550874.2010.492843",2010,"PLANT ECOLOGY & DIVERSITY","Mohandass, D; Davidar, P",11.25,76.5,"n","n","plot-based or transects",0.0018,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,12.0620765,79.8240715,"India",373.5,2,1
"A2598","Forest structure and regeneration along the altitudinal gradient in the Binsar Wildlife Sanctuary, Uttarakhand Himalaya, India","https://doi.org/10.1134/S1067413610010157",2010,"RUSSIAN JOURNAL OF ECOLOGY","Majila, BS; Kala, CP",29.63,79.7,"n","n","plot-based or transects",0.0015,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,23.2084407,77.3845861,"India",751.12,2,1
"A2601","A large-scale inventory of liana diversity in tropical forests of South Eastern Ghats, India","https://doi.org/10.1080/14772001003723546 ",2010,"SYSTEMATICS AND BIODIVERSITY","Muthumperumal, C; Parthasarathy, N",11.55,78.61,"n","n","plot-based or transects",0.011,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,12.0182619,79.8568461,"India",145.53,2,1
"A2611","Floristic structure and diversity of a tropical montane evergreen forest (shola) of the Nilgiri Mountains, southern India","no DOI (manual)",2009,"TROPICAL ECOLOGY","Mohandass, D; Davidar, P",11.33361111,76.66694444,"y","y","plot-based or transects",0.1152,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,12.0182619,79.8568461,"India",356,2,1
"A2612","Tree-population and above-ground biomass changes in two disturbed tropical dry evergreen forests of peninsular India","no DOI (manual)",2009,"TROPICAL ECOLOGY","Mani, S; Parthasarathy, N",11.75027778,79.63361111,"y","n","plot-based or transects",0.02,"Tropical & Subtropical Dry Broadleaf Forests","East Deccan dry-evergreen forests",1,1,1,12.0182619,79.8568461,"India",38.49,3,0.666666666666667
"A2613","Distribution pattern of aboveground biomass in natural and plantation forests of humid tropics in northeast India","no DOI (manual)",2009,"TROPICAL ECOLOGY","Baishya, R; Barik, SK; Upadhaya, K",25.9303,91.77495,"y","n","plot-based or transects",0.0016,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6116774,91.8992403,"India",37.59,3,1
"A2614","Ecological studies on Myristica swamp forests of Uttara Kannada, Karnataka, India","no DOI (manual)",2009,"TROPICAL ECOLOGY","Bhat, PR; Kaveriappa, KM",14.2625,74.75833333,"y","n","plot-based or transects",NA,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,1,1,13.0624852,74.9770224,"India",135.66,2,1
"A2630","Tree community change in a tropical dry forest: the role of roads and exotic plant invasion","https://doi.org/10.1017/S0376892909990257",2009,"ENVIRONMENTAL CONSERVATION","Prasad, AE",11.7,76.525,"n","n","plot-based or transects",0.00628318530717959,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,12.3309526,76.6320163,"India",71.2,2,0.5
"A2631","Patterns of Carbon Sequestration in Forests of Western Ghats and Study of Applicability of Remote Sensing in Generating Carbon Credits through Afforestation/Reforestation","https://doi.org/10.1007/s12524-009-0035-5",2009,"Journal of the Indian Society of Remote Sensing","Kale, Manish P.; Ravan, Shirish A.; Roy, P. S.; Singh, Sarnam",16.33,74.92,"n","n","plot-based or transects",0.0108,"Deserts & Xeric Shrublands","Deccan thorn scrub forests",1,1,1,18.5116058,73.8498063,"India",268.14,4,0.75
"A2654","Community based forest management and its impact on vegetation: a case study","https://doi.org/10.3832/ifor0490-002 ",2009,"IFOREST-BIOGEOSCIENCES AND FORESTRY","Kumar, PG; Hate, S; Chaturvedi, A",20.5838245,80.1058242,"y","n","plot-based or transects",0.0282743338823081,"Tropical & Subtropical Dry Broadleaf Forests","Central Deccan Plateau dry deciduous forests",1,1,1,34.1525864,77.5770535,"India",1530.84,3,1
"A2663","Tree species diversity and population structure across major forest formations and disturbance categories in Little Andaman Island, India","no DOI (manual)",2009,"TROPICAL ECOLOGY","Rasingam, L; Parathasarathy, N",10.557426,92.489468,"y","y","plot-based or transects",0.08,"Tropical & Subtropical Moist Broadleaf Forests","Andaman Islands rain forests",1,1,1,12.0182619,79.8568461,"India",1388.46,2,1
"A2665","Patterns of plant species diversity across Terai landscape in north-eastern Uttar Pradesh, India","no DOI (manual)",2009,"TROPICAL ECOLOGY","Shukla, RP",27.37500002,83.75,"n","n","plot-based or transects",0.004,"Tropical & Subtropical Moist Broadleaf Forests","Himalayan subtropical broadleaf forests",1,1,1,26.7498118,83.3775148,"India",78.78,1,1
"A2667","Importance of forest structure versus floristics to composition of avian assemblages in tropical deciduous forests of Central Highlands, India","https://doi.org/10.1016/j.foreco.2009.03.010",2009,"FOREST ECOLOGY AND MANAGEMENT","Jayapal, R; Qureshi, Q; Chellam, R",22.058,78.969,"n","n","plot-based or transects",0.0214,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,13.0697121,80.2574122,"India",1009.85,3,1
"A2674","Comparing tree diversity and composition in coffee farms and sacred forests in the Western Ghats of India","https://doi.org/10.1007/s10531-008-9502-5",2009,"BIODIVERSITY AND CONSERVATION","Ambinakudige, S; Sathish, BN",12.38,75.21,"n","n","plot-based or transects",0.0028,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,33.4579626,-88.7839494,"United States of America",14659.65,4,0.5
"A2675","Diversity of understory plants in undisturbed and disturbed tropical lowland forests of Little Andaman Island, India","https://doi.org/10.1007/s10531-008-9496-z",2009,"BIODIVERSITY AND CONSERVATION","Rasingam, L; Parthasarathy, N",10.7,92.45,"y","n","plot-based or transects",0.08,"Tropical & Subtropical Moist Broadleaf Forests","Andaman Islands rain forests",1,1,1,12.0182619,79.8568461,"India",1382.07,2,1
"A2692","COMMUNITY COMPOSITION AND TREE POPULATION STRUCTURE IN UNDISTURBED AND DISTURBED TROPICAL SEMI-EVERGREEN FOREST STANDS OF NORTH-EAST INDIA","https://doi.org/10.15666/aeer/0704_303318",2009,"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","Lalfakawma; Sahoo, UK; Roy, S; Vanlalhriatpuia, K; Vanalalhluna, PC",22.8,92.8,"y","y","plot-based or transects",0.005,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,23.7364942,92.6642456,"India",105.17,5,1
"A2697","Tree species distribution and its impact on soil properties, and nitrogen and phosphorus mineralization in a humid subtropical forest ecosystem of northeastern India","https://doi.org/10.1139/X08-151",2009,"CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE","Kamei, J; Pandey, HN; Barik, SK",25.41,91.78,"n","n","plot-based or transects",0.0012,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6120984,91.8977131,"India",25.42,3,1
"A2717","Tropical forest structure and diversity in relation to altitude and disturbance in a Biosphere Reserve in central India","https://doi.org/10.3170/2008-7-18537",2008,"APPLIED VEGETATION SCIENCE","Sahu, PK; Sagar, R; Singh, JS",22.06,81.745,"n","n","plot-based or transects",0.0395840674352314,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,25.4672719,81.8433461,"India",379.43,4,1
"A2724","Tropical forest and savanna ecosystems show differential impact of N and P additions on soil organic matter and aggregate structure","https://doi.org/10.1111/j.1365-2486.2008.01702.x",2008,"GLOBAL CHANGE BIOLOGY","Tripathi, SK; Kushwaha, CP; Singh, KP",25,82.6,"n","n","plot-based or transects",0.03,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,23.7364942,92.6642456,"India",1029.93,3,1
"A2725","SECONDARY SUCCESSION AND RESOURCE USE IN TROPICAL FALLOWS: A CASE STUDY FROM THE COROMANDEL COAST OF SOUTH INDIA","https://doi.org/10.1002/ldr.868",2008,"LAND DEGRADATION & DEVELOPMENT","Kinhal, V; Parthasarathy, N",12.05027778,79.86694444,"n","n","plot-based or transects",3e-04,"Tropical & Subtropical Dry Broadleaf Forests","East Deccan dry-evergreen forests",1,1,1,12.0182619,79.8568461,"India",3.73,2,1
"A2728","Comparison of community composition and species diversity of understorey and overstorey tree species in a dry tropical forest of northern India","https://doi.org/10.1016/j.jenvman.2007.05.013",2008,"JOURNAL OF ENVIRONMENTAL MANAGEMENT","Sagar, R; Raghubanshi, AS; Singh, JS",24.27611111,83.16666667,"y","n","plot-based or transects",0.15,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,25.2774555,83.0019211,"India",112.71,3,1
"A2730","A comparative analysis of spatial, temporal, and ecological characteristics of forest fires in seasonally dry tropical ecosystems in the Western Ghats, India","https://doi.org/10.1016/j.foreco.2008.05.006",2008,"FOREST ECOLOGY AND MANAGEMENT","Kodandapani, N; Cochrane, MA; Sukumar, R",11.62944,76.54444,"unsure","n","plot-based or transects",0.145,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,46.9543914,-123.8036449,"United States of America",13208.58,3,0.333333333333333
"A2734","Ecosystem impacts of disturbance in a dry tropical forest in southern India","https://doi.org/10.1002/eco.14",2008,"ECOHYDROLOGY","Mehta, VK; Sullivan, PJ; Walter, MT; Krishnaswamy, J; DeGloria, SD",11.775,76.54166667,"y","n","plot-based or transects",0.015707963267949,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,38.5434175,-121.7523053,"United States of America",14121.67,5,0.4
"A2737","Tree regeneration and seedling survival patterns in old-growth lowland tropical rainforest in Namdapha National Park, north-east India","https://doi.org/10.1016/j.foreco.2008.03.046",2008,"FOREST ECOLOGY AND MANAGEMENT","Deb, P; Sundriyal, RC",27.46,96.47,"n","n","plot-based or transects",0.04,"Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests",1,1,1,29.6397855,79.623088,"India",1663.58,3,1
"A2749","Effects of habitat degradation on mixed-species bird flocks in Indian rain forests","https://doi.org/10.1017/S0266467408004823",2008,"JOURNAL OF TROPICAL ECOLOGY","Sridhar, H; Sankar, K",10.33361111,77.08361111,"y","n","unsure",NA,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,13.0140114,77.565762,"India",302.97,2,1
"A2772","Tropical dry evergreen forests of peninsular India: ecology and conservation significance","https://doi.org/10.1177/194008290800100203",2008,"TROPICAL CONSERVATION SCIENCE","Parthasarathy, N; Selwyn, MA; Udayakumar, M",11.5,79.5,"y","n","plot-based or transects",0.12,"Tropical & Subtropical Dry Broadleaf Forests","East Deccan dry-evergreen forests",1,1,1,12.0182619,79.8568461,"India",69.58,3,1
"A2777","Estimating parameters of neutral communities: From one single large to several small samples","https://doi-org.ezp3.lib.umn.edu/10.1890/07-0049.1",2007,"Ecology","Munoz, Francois; Couteron, Pierre; Ramesh, B.R.; Etienne, Rampal S.",14,75,"n","y","plot-based or transects",0.5,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,0,1,11.9369401,79.8356517,"India",572.6,5,0.6
"A2792","Effects of extractive disturbance on bird assemblages, vegetation structure and floristics in tropical scrub forest, Sariska Tiger Reserve, India","https://doi.org/10.1016/j.foreco.2007.03.061",2007,"FOREST ECOLOGY AND MANAGEMENT","Shahabuddin, G; Kumar, R",27.1790761,76.3572387,"y","n","plot-based or transects",0.00942477796076938,"Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests",1,1,1,28.688279,77.214811,"India",187.98,3,1
"A2795","The effect of climatic gradients, topographic variation and species traits on the beta diversity of rain forest trees","https://doi.org/10.1111/j.1466-8238.2007.00307.x",2007,"GLOBAL ECOLOGY AND BIOGEOGRAPHY","Davidar, P; Rajagopal, B; Mohandass, D; Puyravaud, JP; Condit, R; Wright, SJ; Leigh, EG",12,76.11,"y","n","plot-based or transects",0.0405,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,12.0182619,79.8568461,"India",407.97,NA,NA
